glycan_id,glycan,species,immunogenicity,inferred_origin,link
3403,Rha(a1-4)Rha(a1-4)Glc,['Allium_fistulosum'],,,
3404,ManNAcGroA(b1-4)Rha(a1-3)Rha(a1-3)Rha(a1-3)Gal,['Paenibacillus_alvei'],,,
3405,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc,,,Chordata,
3406,NeuNAc(a2-3)Gal(b1-6)[Gal(b1-4)]GlcNAc,['Trypanosoma_cruzi'],,,O
3407,QuiN(a1-4)GlcA(a1-6)GlcNAc(a1-4)L-GulAN(a1-3)D-FucNAc,['Idiomarina_zobellii'],,,
3408,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0,,N
3409,GalNAc(b1-3)[ManNAc(b1-4)Gal(a1-4)]Gal(b1-3)GalNAc,,,Bacteria,
3410,XylOMe(a1-3)FucOMe(a1-4)RhaOMe(b1-5)ApiOMe-ol,['Acer_pseudoplatanus'],,,
3411,Man(b1-4)Man(b1-3)Man,"['Arum_maculatum', 'Leptospira_biflexa']",,,
3412,"NeuNAc(a2-3)Gal(b1-4)[NeuNAc(a2-3)Gal(b1-4)[NeuNAc(a2-3)Gal(b1-4)[NeuNAc(a2-3)Gal(b1-4)[NeuNAc(a2-3)Gal(b1-4)[Gal(b1-4)Glc(b1-6)]GlcN(b1-3)Gal(b1-4)Glc(b1-6)]GlcN(b1-3)Gal(b1-4)Glc(b1-6)]GlcN(b1-3)Gal(b1-4)Glc(b1-6)]GlcN(b1-3)Gal(b1-4)Glc(b1-6)]2,5-Anhydro-Man",,,Bacteria,
3413,D-Rha(b1-2)D-Rha(a1-3)D-Rha,['Campylobacter_fetus'],,,
3414,Leg(a2-4)FucN(a1-3)QuiNAc(b1-3)[GlcN(b1-2)]Glc(b1-3)[Glc(a1-4)]GalN(a1-3)LDManHep(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,['Pseudomonas_fluorescens'],,,
3415,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-6)]GalNAc,['Homo_sapiens'],0,,O
3416,Kdo(a2-4)[GlcNAc(a1-2)LDManHep(a1-3)[Gal(b1-4)Glc(b1-4)]LDManHep(a1-5)]Kdo,,,Bacteria,
3417,Xyl(b1-3)D-FucNAcOAc(b1-4)PseOAcOFo,,,Angiosperms,
3418,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3419,NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Calloselasma_rhodostoma'],,,N
3420,Rha(a1-3)D-Fuc(a1-2)Rha,['Anoxybacillus_tepidamans'],,,
3421,Galf(b1-6)Man(a1-2)Man(a1-6)[Galf(b1-6)Man(a1-2)]Man(a1-6)[Galf(b1-6)Man(a1-2)]Man(a1-6)[Galf(b1-6)Man(a1-2)]Man(a1-3)[Galf(b1-6)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Paracoccidioides_brasiliensis'],,,
3422,GlcNAc(a1-3)[GlcNAc(b1-4)]D-Fuc(a1-2)GlcA(b1-4)[D-6dTalOMe(a1-3)]D-Fuc(a1-3)GalNAc(a1-4)ManNAc(b1-4)Gal(a1-3)GalNAc(b1-3)Glc(a1-3)Man(a1-6)[Glc(a1-2)Glc(a1-3)Gal(a1-2)]Man(a1-4)Man(a1-5)Kdo-ol,['Pectinatus_frisingensis'],,,
3423,Glc(b1-4)DigOAc(b1-4)Dig(b1-4)Dig,"['Digitalis_grandiflora', 'Digitalis_lanata', 'Digitalis_lutea']",,,
3424,Gal(b1-4)[Fuc(a1-6)]GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,,,Angiosperms,
3425,GalOS(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalOS(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3426,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-4)Gal(b1-3)[NeuNAc(a2-6)]GalNAc,['Macaca_radiata'],,,O
3427,GlcN(a1-6)GlcNAcOP(a1-6)GlcN,"['Streptomyces_cinnamoneus', 'Streptomyces_hachijoensis']",,,
3428,Rha(a1-3)Rha(a1-2)b-Tri-ol,,,Bacteria,
3429,Rha(a1-3)GlcNAc(b1-2)[Glc(a1-3)]Rha,,,Bacteria,
3430,D-FucNAc(a1-4)ManNAcA(b1-4)GlcNAc(a1-3)Glc(b1-3)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHep(a1-3)LDManHepOPPEtn(a1-5)Kdo,['Shigella_sonnei'],,,
3431,Glc(b1-4)D-6dAraHexOMe(b1-4)DigOMe(b1-4)D-6dAraHexOMe(b1-4)DigOMe(b1-4)DigOMe,['Cynanchum_caudatum'],,,
3432,Glc(a1-6)Gal(a1-2)Gal,,,Fungi,
3433,GalA(a1-4)[Gal(a1-5)]Kdo(a2-4)[GalA(a1-4)[Fuc(a1-4)GlcA(a1-3)[L-Aco(b1-4)]Fuc(a1-4)Man(a1-4)QuiNAc(b1-4)Kdo(a2-6)Gal(a1-6)]Man(a1-5)]Kdo,,,Bacteria,
3434,[Rha(a1-3)[Glc(a1-6)]GlcNAc(b1-3)]Rha(a1-2)Rha(a1-3)Rha(a1-3)GalNAc(b1-2)Rha,['Lactobacillus_casei'],,,
3435,Rha(a1-2)Glc(b1-2)Ara,['Anemone_raddeana'],,,
3436,Gal(a1-6)Glc(a1-3)[Gal(b1-7)LDManHep(a1-7)]LDManHep(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,['Pectobacterium_carotovorum'],,,
3437,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3438,GalNAc(a1-4)Gal(b1-4)[GlcA(b1-3)Gal(b1-3)][Fuc(a1-2)]Gal(b1-3)GlcNAcOS(b1-6)]GalNAc,,,Chordata,O
3439,Fuc(a1-3)Man(b1-3)XylHexUloN(b1-4)Kdo,,,Bacteria,
3440,Glc(b1-6)Glc(a1-2)Fruf,['Gentiana_lutea'],,,
3441,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3442,ManOP(a1-2)Man(a1-3)[Man(a1-3)[ManOP(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3443,GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-3)GalNAc,,,Chordata,
3444,GlcA(b1-2)[Gal(b1-2)LDManHep(a1-3)][QuiNAc(b1-3)GalNAc(b1-4)Glc(b1-4)]LDManHep(a1-5)KdoOP(a2-6)GlcNAc(b1-6)GlcNAc,,,Bacteria,
3445,D-Fuc(a1-4)Gal(b1-4)Glc,,,Bacteria,
3446,Xyl(b1-3)Xyl(b1-4)Rha(a1-2)[Rha(a1-3)]Xyl,['Aster_scaber'],,,
3447,Man(b1-6)Man(b1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Mammalia,
3448,GlcA(b1-4)GalNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAcOPCho(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Dirofilaria_immitis'],,,
3449,6dAltOAc(b1-2)6dAltOAc(b1-3)6dAlt(b1-2)6dAltOAc,['Yersinia_enterocolitica'],,,
3450,Rha(a1-3)Glc(b1-4)Gal(a1-2)Ery,,,Bacteria,
3451,DDManHep(a1-3)Fuc(a1-3)GlcNAc(b1-2)[Glc(a1-4)Gal(b1-7)]DDManHep(a1-2)LDManHep(a1-3)LDManHepOPEtn(a1-5)Kdo(a2-6)GlcN(b1-6)GlcOPEtnN,['Helicobacter_pylori'],,,
3452,Glc(a1-3)[GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)GlcOMe(a1-4)]GlcOMe(a1-4)Glc(a1-3)[Glc(a1-4)]Glc(a1-2)L-Gro-onic,,,Actinobacteria,
3453,GlcNAc(b1-2)[Rha(a1-6)Glc(b1-4)]Glc(a1-3)GalNAla(a1-3)LDManHepOCm(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo,['Pseudomonas_syringae'],1,,
3454,[Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-6)]Glc(a1-3)Glc,['Pleurotus_florida'],,,
3455,RhaOAc(a1-4)GlcNAc(b1-2)QuiNBut(b1-3)Rha(a1-5)Kdo(a2-3)RhaOAc,['Cronobacter_sakazakii'],,,
3456,D-Rha(a1-3)D-Rha(a1-3)D-Thre-ol,['Burkholderia_cepacia'],,,
3457,GlcNAc(b1-2)Gal(b1-3)FucNAc(a1-3)GlcNAc,['Escherichia_coli'],,,
3458,GlcOMe(b1-3)[Rha(a1-4)]Rha(a1-4)Rha(a1-2)D-Fuc,,,Angiosperms,
3459,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Rattus_norvegicus'],,,N
3460,DDManHep(a1-2)[GalN(a1-4)]GalA(a1-3)[LDManHep(a1-7)]LDManHepOPEtn(a1-3)[Glc(b1-4)]LDManHep(a1-5)[AraN(b1-8)][Kdo(a2-4)]Kdo,['Proteus_penneri'],,,
3461,Gal(a1-4)GlcA(b1-6)Gal(b1-4)GalOAc(b1-4)GlcNAc(b1-6)Gal,['Escherichia_coli'],,,
3462,Gal(b1-3)[NeuNAc(a2-6)]GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,,,Chordata,
3463,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc,,,Chordata,
3464,Rha(a1-4)Rib-ol(5-2)Gal(a1-3)Glc,,,Bacteria,
3465,Man(a1-3)[Galf(b1-6)]Man,"['Aspergillus_fumigata', 'Aspergillus_fumigatus', 'Paracoccidioides_brasiliensis']",,,
3466,Rha(a1-3)Rha(a1-2)Rha(a1-3)[Xyl(b1-2)][Xyl(b1-4)]Rha(a1-3)RhaOMe,['Xanthomonas_campestris'],,,
3467,GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3468,Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3469,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc,,,Chordata,
3470,Glc(a1-3)[Rha(b1-4)]Glc,,,Bacteria,
3471,Glc(b1-2)FucOAcNBut(b1-6)GlcNAc(a1-4)[Glc(b1-3)]GalNAc(a1-3)GlcNAc(b1-2)Glc,['Hafnia_alvei'],1,,
3472,Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc,,,Bacteria,
3473,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GalNAc(b1-4)GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3474,NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,,,Bacteria,
3475,Kdn(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Kdn(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3476,NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-3)LDManHep,,,Bacteria,
3477,Gal(a1-6)GlcNAc(a1-4)GalNAc(b1-3)Gal,['Burkholderia_cepacia'],1,,
3478,GlcNAc(b1-2)Man(a1-3)[ManOMe(a1-6)]Man,,,Eukarya,
3479,GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalOS(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0,,
3480,Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,['Tamarindus_indica'],,,
3481,L-GulNAcANEtn(a1-4)ManNAcA(b1-3)D-FucNAc-ol,"['Pseudomonas_aeruginosa', 'Pseudomonas_sp']",,,
3482,GlcA(b1-2)Man(a1-3)Glc(b1-4)Glc,['Xanthomonas_campestris'],,,
3483,Yer(a1-4)[Yer(a1-8)]8eLegNAcNAc(a2-3)FucNAc(b1-3)FucNAc(b1-3)GalNAc(a1-8)8eLegNAcNAc,['Aliivibrio_fischeri'],,,
3484,Gal(a1-3)[Glc(b1-4)]Fuc(a1-2)L-4dThre-ol,['Lelliottia_amnigena'],,,
3485,GlcAAla(b1-4)[GalNAc(a1-3)]Fuc(a1-4)Glc(a1-4)Qui(a1-3)GlcNAc(b1-4)GlcAAla,['Edwardsiella_tarda'],,,
3486,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Kdn(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3487,NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-6)Glc,,,Bacteria,
3488,Gal(b1-4)GlcNAc(b1-4)[GalNAc(b1-4)GlcNAc(b1-2)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],,,N
3489,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol(1-3)a-Tri-ol,,,Chordata,
3490,GlcNAc(b1-2)[GlcNAc(b1-2)Man(a1-6)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
3491,Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-3)[Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]GalNAc,,,Chordata,
3492,[Glc(b1-6)]Glc(a1-4)Glc(a1-4)Glc(a1-3)[Glc(b1-6)Glc(a1-3)[Glc(b1-6)]Glc(a1-6)[Glc(b1-3)]Man(b1-3)Gal(b1-6)]Glc(a1-3)[Rha(b1-6)]Glc(a1-3)[Glc(b1-6)]Glc(a1-3)Gal(b1-6)[Gal(b1-6)Glc(a1-4)Glc(a1-3)]Glc(a1-3)Glc,['Tricholoma_lobayense'],,,
3493,Gal(a1-2)[Glc(a1-3)]a-Tri-ol,,,Bacteria,
3494,Gal(b1-4)GlcNAc(b1-2)DDManHep(a1-6)LDManHep,['Pasteurella_multocida'],,,
3495,NeuNAc(a2-3)GalOAc(b1-4)Glc,,,Bacteria,
3496,NeuNGc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,,,Chordata,
3497,Gal(b1-3)GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-3)[Gal(a1-2)]Gal(b1-3)[Glc(b1-2)]LDManHep(a1-3)[Glc(b1-4)]LDManHepOPEtn(a1-5)Kdo,['Campylobacter_jejuni'],,,
3498,GlcA(b1-4)Glc(b1-3)GalN(b1-4)GalNCysGly(a1-4)GalN(a1-4)GlcA,['Sphaerotilus_natans'],,,
3499,GlcA(a1-3)GlcA(a1-4)HexA,,,Bacteria,
3500,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3501,GalNAc(a1-4)GalNAc(a1-3)QuiNAc,['Francisella_tularensis'],,,
3502,Xyl(b1-2)Araf(a1-3)[Xyl(b1-4)]Xyl(b1-4)Xyl,,,Angiosperms,
3503,Gal(a1-2)[GalOMe(a1-3)GalNAc(a1-3)]Gal(b1-4)Glc,,,Bacteria,
3504,"3,6-Anhydro-Gal(a1-3)GalOS(b1-4)3,6-Anhydro-Gal(a1-3)GalOS",,,Bacteria,
3505,Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,,,Chordata,
3506,D-Rha(b1-3)D-Rha(a1-3)Thr,,,Bacteria,
3507,Kdo(a2-4)[Glc(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)LDManHepOP(a1-5)]Kdo(a2-6)GlcOPN(b1-6)GlcN,,,Bacteria,
3508,Gal(a1-6)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal-ol,['Helicobacter_pylori'],,,
3509,Rha(a1-2)Gal(a1-4)Xyl,,,Angiosperms,
3510,D-Fuc(a1-2)Gal(b1-3)[Gal(b1-4)[D-Fuc(a1-3)]GlcNAc(b1-6)][D-Fuc(a1-2)]Gal(b1-3)[NeuNAc(a2-6)]GalNAc,,,Chordata,
3511,GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-3)[Gal(a1-2)]Gal(b1-3)[Glc(b1-2)]LDManHep(a1-3)[Glc(b1-4)]LDManHepOPEtn(a1-5)Kdo,['Campylobacter_jejuni'],,,
3512,NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-3)LDManHep(a1-3)[Glc(b1-4)]LDManHepOP(a1-5)Kdo,['Campylobacter_jejuni'],,,
3513,[Gal(a1-2)GalOPCho(b1-4)]GlcNAc(b1-3)Gal(b1-4)Glc(b1-6)GlcNAc,['Streptococcus_pneumoniae'],,,
3514,Fuc(a1-3)GlcNAc(b1-6)[GalNAc(b1-3)Gal(b1-3)]GalNAc,['Rana_clamitans'],,,O
3515,NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-4)Glc,,1,Bacteria,
3516,L-GulNAcAGly(a1-3)GlcNAc(b1-4)L-GulNAcAGly,['Psychrobacter_muricolla'],,,
3517,Man(a1-6)[Galf(b1-4)Gal(b1-4)Gal(b1-2)]Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-6)[Galf(b1-4)Gal(b1-4)Gal(b1-4)Gal(b1-2)]Man(a1-2)Man(a1-6)[Galf(b1-4)Gal(b1-4)Gal(b1-4)Gal(b1-2)]Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-6)[Galf(b1-4)Gal(b1-4)Gal(b1-2)]Man(a1-2)Man(a1-2)Man(a1-2)Man,['Aspergillus_niger'],,,
3518,Araf(a1-2)Rha(a1-4)Glc(b1-4)GlcA,['Anemone_rivularis'],,,
3519,NeuNAc(a2-3)Gal(b1-6)GalNAc(b1-4)Gal(b1-4)Glc,,,none,
3520,NeuNGc(a2-3)[GalNAc(b1-4)]GalNAc(b1-3)Gal(b1-4)Gal(b1-3)[NeuNGc(a2-8)NeuNGc(a2-6)]GalNAc,,,Chordata,
3521,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man,,,none,
3522,GlcA(b1-4)GlcNAc(b1-3)GlcA,,,Bacteria,
3523,D-Rha(a1-2)Rha(a1-3)Rha,,,Bacteria,
3524,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)[GalNAc(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)GalNAc,,,Chordata,
3525,Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GalNAc,,,Chordata,
3526,"Glc(a1-2)[Gal(a1-6)]Glc(b1-4)2,5-Anhydro-D-Alt",,,Bacteria,
3527,Fuc(a1-2)Gal(a1-3)[Fuc(a1-2)Gal(a1-4)GlcNAc(a1-6)]GalNAc,,,Chordata,
3528,KdoOPEtn(a2-4)[Kdo(a2-8)]Kdo,['Escherichia_coli'],,,
3529,GalNAcA(a1-4)GalNAcA(a1-3)GlcNAc,['Shigella_dysenteriae'],,,
3530,Ribf(b1-2)Rib-ol(3-5)Ribf,['Escherichia_coli'],,,
3531,Glc(b1-2)LDManHepOAc(a1-2)LDManHepOPEtn(a1-3)[GlcOAcOP(b1-4)]LDManHep(a1-5)KdoOPPEtn,,,Bacteria,
3532,Man(a1-4)[GalOPCho(b1-6)]Gal,,,Bacteria,
3533,Gal(b1-3)[Fuc(a1-3)GalNAc(a1-6)]Gal(b1-3)GalNAc,,,Animalia,
3534,Glc(b1-3)[Glc(b1-6)]Glc(b1-4)Rha(a1-4)[Rha(a1-2)]Glc,['Allium_vineale'],,,
3535,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3536,NeuNGc(a2-3)[GalNAc(b1-4)]Gal,,,Chordata,
3537,Araf(a1-3)Glc(a1-2)Araf(a1-1)Gro,,,Angiosperms,
3538,L-ThrHexOSA4en(a1-4)GlcNSOS(a1-4)IdoA(a1-4)GlcNAcOS(a1-4)GlcA(b1-4)GlcOSN,,,Bacteria,
3539,Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Bos_taurus'],,,N
3540,GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3541,GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc,['Homo_sapiens'],0,,O
3542,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3543,KdoOPEtn(a2-4)Kdo(a2-6)GlcOPN(b1-6)GlcN,,,Bacteria,
3544,D-Rha(a1-3)[GlcNAc(b1-4)]D-Rha(a1-2)D-Rha(a1-2)D-Rha(a1-3)D-Rha,"['Pseudomonas_savastanoi', 'Pseudomonas_syringae']",,,
3545,Gal(a1-2)[Gal(b1-3)]Glc,,,Bacteria,
3546,[GlcNAc(b1-3)]GalNAcOAc(a1-3)QuiNAc(b1-6)GlcNAc(a1-4)GalNAcOAc,['Pseudomonas_chlororaphis'],,,
3547,Galf(b1-6)GalNAc(b1-3)GalOP(a1-6)GalNAc(a1-3)Rha(b1-4)Glc(b1-6)Galf,['Streptococcus_oralis'],,,
3548,Ribf(b1-7)Kdo(b2-3)Ribf(b1-7)Kdo,,,Bacteria,
3549,GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3550,D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-2)D-RhaOMe(a1-3)D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-3)D-RhaGro,['Mesorhizobium_loti'],,,
3551,Man(a1-2)[Glc(b1-3)]Man(b1-3)Man(b1-3)Rha,,,Bacteria,
3552,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
3553,GalNAc(a1-3)GalOS(b1-3)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Crassostrea_virginica'],,,
3554,NeuNAc(a2-8)NeuNAc(a2-3)LyxHex(b1-4)Glc,,,Bacteria,
3555,GlcNAc(a1-2)LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)Kdo,,,Bacteria,
3556,L-GalOAcNAmA(a1-3)D-6dXylHexN4Ulo(a1-4)GlcNAcAN(b1-4)L-GalOAcNAmA,['Pseudoalteromonas_rubra'],,,
